id,name,salary,dob,join_date,performance,remarks,sector
1828,kNSxPFLU,49019.52,1980-08-09,unknown_date,1.99,Leadership potential,Manufacturing
1829,,66751.97,invalid_date,2002-12-09,3.68,Leadership potential,Manufacturing
1830,vzZxx,68549.9,1987-06-06,2000-07-02,2.56,Promising,Finance
1831,LpjsmLG,95108.13,1951-04-11,2013-01-21,4.84,—,Retail
1832,YfWk,129082.81,1993-03-05,2006-08-31,2.3,Needs improvement,Healthcare
1833,TVvbMMg,115907.66,1990-07-05,2012-12-11,1.02,Leadership potential,Retail
1834,mQWxvv,92357.9,2009-02-14,2003-08-14,1.98,Needs improvement,IT
1835,xspPfnyZ,51714.06,invalid_date,2023-07-14,2.06,Team player,Retail
1836,PKwEfkx,49501.69,1986-03-10,2022-05-26,,Good worker,Manufacturing
1837,xtVYsRBePh,80194.57,1961-02-25,,3.52,Team player,Retail
1838,ikbtlaD,63688.97,2006-07-19,2000-01-20,1.02,,IT
1839,oKgbBDnvX,97947.51,2009-04-30,unknown_date,4.03,Team player,Retail
1840,vReVMayy,35798.93,2008-04-22,2008-07-02,2.22,,Manufacturing
1841,stjqtDC,92210.5,1961-06-13,2003-05-29,3.9,,IT
1842,OYmg,unknown,1957-05-08,2018-10-21,3.3,Needs improvement,Finance
1843,EtwTLygNYG,42244.64,1971-03-20,2009-03-27,2.11,Promising,Education
1844,RHvBzU,unknown,2009-09-17,2023-05-07,,—,IT
1845,uwSQLTsgew,85247.19,1961-02-10,2023-12-11,2.85,—,Healthcare
1846,Kwbscqu,104244.56,2006-08-23,2002-11-03,4.29,Team player,Retail
1847,qLuPmNBPH,52924.64,1996-04-11,2021-08-10,,,Healthcare
1848,cPYtg,unknown,1965-05-05,2015-08-30,4.2,Leadership potential,Finance
1849,GVf,121624.73,1993-12-18,2020-07-06,4.09,Team player,Finance
1850,BmNq,38967.27,1954-02-10,2009-11-07,2.75,Good worker,
1851,waInRXAXcB,,2012-11-18,2005-12-26,3.16,Leadership potential,Education
1852,zrW,84402.45,2001-09-24,2007-04-05,3.16,,Retail
1853,ogApRetZ,51954.16,1959-02-04,,4.86,,Manufacturing
1854,DzEWgogCC,95527.94,1952-09-02,2002-02-13,1.71,Needs improvement,Education
1855,nVqerB,108204.76,1968-07-21,,4.83,Good worker,Finance
1856,XQXSPl,58735.86,1950-06-21,2012-09-23,4.84,Team player,Manufacturing
1857,tIIK,109181.92,2016-08-15,2001-12-02,1.21,Promising,Education
1858,iIUJybuA,134190.13,1994-10-25,2016-04-20,3.92,Team player,Healthcare
1859,OcKJnaj,41810.02,invalid_date,2012-11-05,2.49,,IT
1860,cYD,36310.5,1983-05-28,2006-06-08,2.15,Leadership potential,Education
1861,abfADo,88203.87,1955-05-26,2010-04-25,2.89,,
1862,hbknqoa,,1974-02-04,2005-03-16,2.32,Promising,IT
1863,XidOyeM,92765.13,1975-06-24,2010-11-21,2.38,,
1864,OSVjIFW,91624.06,1981-12-14,2020-10-26,excellent,Leadership potential,Education
1865,cwvDKq,,1979-11-24,2016-04-19,4.48,Unreliable,
1866,iLDidk,125670.46,1977-02-01,2022-07-31,average,,Retail
1867,WXVCr,128297.37,,2022-08-09,2.07,Unreliable,Healthcare
1868,,59647.04,1957-02-04,2016-02-14,4.1,,Manufacturing
1869,AxW,33336.46,2012-10-21,2023-05-03,1.87,Unreliable,Finance
1870,jAYWwR,102292.25,1961-01-27,2001-01-02,,Unreliable,Healthcare
1871,ZWqbCMIS,,invalid_date,2018-11-08,2.42,Unreliable,Retail
1872,aoVR,77413.55,1990-12-30,2009-04-09,4.1,—,Education
1873,JxvFZUlM,unknown,2004-09-07,unknown_date,1.31,Unreliable,Retail
1874,BKGwnV,110368.25,1987-05-14,2009-05-03,3.09,Promising,IT
1875,ism,81340.2,2015-10-06,2018-08-28,4.78,Team player,IT
1876,ESDxfFtAXI,101816.88,1959-03-26,2007-01-29,2.86,,Manufacturing
1877,AGKWp,33149.01,1962-06-26,2002-12-23,2.59,Team player,
1878,XVdmAHN,76396.32,1993-03-23,2022-11-07,excellent,Promising,
1879,yqXeXpkX,131461.51,1979-12-18,2019-01-29,2.68,Good worker,Education
1880,TqVSWRKYwU,65784.03,1975-05-11,2015-08-06,4.1,,Education
1881,hcPDKS,36854.38,1981-07-12,unknown_date,4.83,Needs improvement,Manufacturing
1882,qvNNVvf,86319.95,invalid_date,2009-04-19,1.49,Good worker,Education
1883,edPSl,77198.56,2018-03-06,2021-12-02,1.87,—,IT
1884,csZjP,,1994-09-13,unknown_date,,,Education
1885,,,,2022-11-15,4.34,Team player,Healthcare
1886,rLxu,37092.2,1952-10-16,2019-11-16,4.67,—,Manufacturing
1887,VdB,87765.43,1972-01-09,2002-12-27,,,Finance
1888,axNMCHwS,80713.45,1960-09-11,,4.58,Needs improvement,IT
1889,FPWjcJbJ,58247.96,1968-06-23,2007-04-23,2.62,,IT
1890,lxjLvJ,111815.69,1974-08-28,2008-10-09,4.8,Needs improvement,Manufacturing
1891,dZBVBrcYly,99143.61,1961-02-06,2011-05-13,4.03,,IT
1892,OYNaztWQ,33137.73,1994-12-01,2020-12-22,4.16,Needs improvement,
1893,vBjZZwE,unknown,1956-03-21,,1.61,Unreliable,Healthcare
1894,EufN,121929.52,1984-09-01,2004-01-08,1.43,Needs improvement,IT
1895,sKWxNc,68225.05,2000-05-19,2013-08-14,2.77,Leadership potential,
1896,JMowyOx,50182.6,1998-02-27,2021-09-06,1.13,Promising,Healthcare
1897,WuBu,130752.47,2000-08-12,2007-03-04,poor,Good worker,Retail
1898,AHQB,,1975-01-11,2009-04-01,3.43,,IT
1899,MWf,66151.42,1978-07-10,2010-08-24,1.83,Team player,Retail
1900,phlw,128112.64,2000-09-20,2024-06-12,,Unreliable,Finance
1901,qWm,,2001-02-01,2007-07-22,,Needs improvement,Healthcare
1902,paGDoqw,,1965-02-08,2003-11-08,3.3,Promising,Finance
1903,swwzV,63036.47,1991-08-04,2004-05-20,3.08,Needs improvement,Retail
1904,meQA,111692.12,,2011-07-23,2.8,,Retail
1905,ZLXZHozif,98516.04,1951-04-05,2009-02-23,average,Team player,Manufacturing
1906,HvZEcifEUc,55372.82,1961-07-24,2007-07-22,1.11,,Finance
1907,kkkc,121653.36,1982-10-30,2010-11-07,1.17,,Education
1908,IQqk,124457.88,1972-11-12,2019-07-29,1.31,,
1909,YuaXKAYP,129643.98,2006-02-17,2010-02-16,,Leadership potential,Retail
1910,lepIRdYd,113520.25,1950-06-08,2017-05-15,,Team player,
1911,hSKSY,106024.62,1984-04-16,2023-05-23,3.36,,Manufacturing
1912,KGodwjXHKK,138031.23,2016-04-30,2003-03-10,1.53,Promising,
1913,EZGgQut,128448.66,1971-03-29,unknown_date,1.59,Good worker,Finance
1914,dUU,64528.61,1980-01-03,2023-01-10,1.03,Unreliable,Education
1915,dTgU,unknown,1959-07-11,unknown_date,4.59,Needs improvement,
1916,tmk,98734.73,1985-12-02,2019-05-06,2.96,Promising,Manufacturing
1917,nqHnyro,66049.55,,2005-02-03,2.67,Needs improvement,Retail
1918,FEBpjOJ,143437.92,1973-01-10,2015-09-03,4.17,Needs improvement,Retail
1919,pCprzxcqR,72711.87,1963-08-30,unknown_date,,,Retail
1920,SjfOk,41362.58,invalid_date,2021-08-14,3.26,Leadership potential,Healthcare
1921,gIEEKhTL,48836.42,1973-04-13,2007-08-10,3.11,Unreliable,
1922,jLivzxt,90910.42,1979-10-29,2012-02-25,4.7,Team player,Retail
1923,Ezwfqyvwwx,,1983-07-11,2018-04-20,excellent,Good worker,Finance
1924,,89276.18,1978-12-02,2002-03-19,2.82,Unreliable,IT
1925,qYqloFYp,123756.1,1959-10-22,2009-05-29,2.89,Needs improvement,
1926,RQbgZvbF,137628.64,invalid_date,2016-11-15,2.23,,Retail
1927,Zplj,118198.98,1965-06-07,2013-05-07,1.62,Needs improvement,Education
1928,XZIgVEk,113532.29,1996-05-22,unknown_date,3.36,Leadership potential,Retail
1929,bbEFUPwGh,109317.36,1971-05-25,2021-10-11,3.25,,Finance
1930,ZKWH,130795.71,2007-09-07,2000-01-12,2.98,Needs improvement,IT
1931,UEVBbFxY,77693.94,1991-10-06,2006-04-11,4.09,,
1932,ZzFKdYc,unknown,2006-07-07,2015-12-26,2.39,Good worker,Healthcare
1933,shC,41822.53,invalid_date,2010-09-07,3.35,Unreliable,Finance
1934,WHeOx,,1981-09-29,2012-12-27,2.58,Good worker,Finance
1935,Rpo,94185.58,1974-07-12,2013-10-04,2.6,Leadership potential,IT
1936,HESSQS,,1988-07-04,2017-08-28,4.19,Promising,Education
1937,orSfmVxj,,2005-05-09,2024-01-17,4.4,Good worker,Retail
1938,TWubghZx,34951.19,1994-06-09,2023-07-23,2.6,Needs improvement,Healthcare
1939,lweoSoYL,119471.34,1970-11-11,2009-06-16,1.16,Leadership potential,Manufacturing
1940,OShQi,31183.74,1990-08-19,2008-08-20,,—,Finance
1941,ECXk,40606.89,2016-05-14,2007-02-01,4.44,,
1942,Qglb,144564.81,1982-06-03,2001-11-25,3.44,Unreliable,Retail
1943,bWzDI,102109.5,1976-01-02,2002-02-06,3.68,Promising,
1944,MqKBMINSNp,116698.64,1996-04-30,2020-10-24,2.49,Promising,
1945,,134239.84,2003-08-31,2004-06-04,3.25,Leadership potential,Healthcare
1946,KeoglAv,128361.34,,2017-05-06,2.26,Team player,Finance
1947,pSMrzUg,74535.77,,2009-08-28,2.82,Needs improvement,IT
1948,tnBYarHHu,89871.19,1969-12-18,2002-02-05,3.18,Promising,Healthcare
1949,CgyQbPm,76406.93,2007-03-14,2002-11-08,4.07,Leadership potential,
1950,mKtrspvPnd,131534.12,1965-01-11,2005-04-07,4.96,Team player,Finance
1951,rsADopQ,115283.65,2000-07-29,2006-12-10,4.02,Team player,Manufacturing
1952,BnJGY,124580.68,1982-03-09,2004-09-07,1.48,Needs improvement,
1953,LqXwSIfA,123490.63,1987-12-15,2011-01-27,,,Finance
1954,wOwAI,130001.52,invalid_date,2024-02-07,1.14,Promising,
1955,XaoAKtacVK,125230.17,invalid_date,2012-03-08,2.11,—,IT
1956,nmoqSLHLvC,,1992-10-17,2024-03-10,4.99,Team player,Retail
1957,zWUD,91975.56,2015-09-12,2007-08-26,1.89,Good worker,Manufacturing
1958,dipkEYGeJ,123556.15,1987-10-22,2010-02-22,4.32,Good worker,Finance
1959,,93931.58,1953-01-28,2022-03-19,1.9,Team player,Retail
1960,Pouur,49876.73,1979-03-06,2011-03-22,2.97,Leadership potential,Retail
1961,atoRGQU,39183.81,invalid_date,2004-02-04,1.34,Leadership potential,
1962,kFMcvnn,144517.4,2008-02-06,2000-12-07,4.93,Leadership potential,IT
1963,zqz,66032.64,1961-05-17,2005-09-15,1.79,Leadership potential,Finance
1964,UzBKqm,115923.45,2004-10-22,2015-10-16,poor,—,Education
1965,lAYaUSrrwS,102987.22,1951-03-31,2006-03-08,2.35,Leadership potential,Retail
1966,BtBGr,147211.97,1957-05-05,2005-08-20,2.68,—,Healthcare
1967,hMCT,72923.83,1961-09-27,2011-07-08,1.26,Team player,Education
1968,SQhXX,117883.65,2012-07-06,2006-11-14,,Needs improvement,Retail
1969,VMYqm,33560.72,1958-08-16,2001-03-01,3.57,Promising,Healthcare
1970,mknNAKB,49251.89,1978-01-28,2012-11-26,,Promising,Healthcare
1971,zHPGBqd,139267.21,1986-09-05,2005-12-02,3.99,Leadership potential,Finance
1972,POJSusZho,99678.4,2017-03-05,unknown_date,2.1,Unreliable,Manufacturing
1973,iGotX,138900.06,1967-05-29,2023-09-08,4.73,Promising,Education
1974,OYJdSNa,149899.46,2007-11-17,2005-04-02,1.17,Unreliable,Finance
1975,ZQziniHSc,79909.81,1961-06-19,2019-07-05,3.52,Good worker,Manufacturing
1976,KuUGwZ,79577.86,1992-06-08,2012-11-16,1.5,Promising,Education
1977,hRhqZ,131853.85,1972-12-27,2000-03-29,3.12,Team player,Education
1978,oBPmCRD,40414.9,invalid_date,2014-11-05,2.39,,Education
1979,yaZXXzwuM,82904.64,2007-07-29,2011-02-04,2.37,Good worker,Finance
1980,dazusSE,75638.83,1992-07-28,2000-08-02,3.92,—,Retail
1981,ENBU,111834.07,1992-08-07,2000-06-14,4.64,Leadership potential,
1982,Nbks,130805.4,1968-08-04,2007-12-08,2.89,Needs improvement,Retail
1983,HvDlh,47972.32,1952-04-14,2022-11-19,,Unreliable,Manufacturing
1984,GHcc,69091.35,2014-04-01,2014-11-22,,—,
1985,ZGjHEh,114743.21,1959-11-16,2018-10-10,1.9,—,Finance
1986,tfhdVVn,45293.45,invalid_date,2002-04-08,3.82,—,Retail
1987,SAJqEioM,101604.45,1979-10-05,2005-10-21,1.75,Needs improvement,Healthcare
1988,xWiZxxvKH,83740.02,1992-03-26,,1.97,,IT
1989,RyIZgMA,108437.19,1952-02-20,2001-10-03,,Team player,
1990,Xbrw,31660.72,2001-12-16,2007-05-10,4.9,,IT
1991,MKZc,54644.93,invalid_date,2014-03-18,average,Unreliable,Education
1992,gkw,unknown,1975-10-07,2013-03-24,2.84,,Healthcare
1993,fEoIeAiigA,110310.36,1964-01-25,2019-08-16,3.55,,Education
1994,zcaBCVk,75929.97,1993-03-03,2009-05-14,4.7,Needs improvement,
1995,fahjvtEnJg,122132.96,2000-05-14,,1.63,Needs improvement,Education
1996,zqygL,59910.53,1992-01-09,2000-10-08,2.48,,
1997,pEFCTLLrC,79036.73,invalid_date,,3.79,Unreliable,Healthcare
1998,BrHAPBWr,114631.0,1966-02-19,2010-08-11,2.13,Promising,Healthcare
1999,tzk,87777.78,1965-11-07,unknown_date,3.14,Unreliable,Healthcare
2000,xLKWkWsUPh,98311.92,1957-03-07,2005-11-08,3.34,Team player,Education
2001,pKNKHp,106121.67,1984-04-11,2000-04-01,2.42,Promising,Manufacturing
2002,axRw,87845.98,1965-01-10,2013-01-18,2.99,Good worker,Healthcare
2003,jrO,79747.65,1988-03-19,2024-04-05,4.44,Team player,Retail
2004,nDHXD,61944.71,1951-08-09,2010-04-04,3.23,Needs improvement,IT
2005,ABXEuzGI,133790.17,2004-05-16,2024-02-25,2.02,,Healthcare
2006,aXYWW,94132.54,1995-05-15,2007-08-20,4.44,Needs improvement,Education
2007,Gudx,131651.09,invalid_date,2005-05-07,1.85,Team player,Healthcare
2008,DqfgmZD,85188.93,1999-02-09,2021-05-02,4.64,Unreliable,Retail
2009,gjU,77124.27,1953-07-01,2003-03-15,2.6,—,Retail
2010,qXFxBfP,108933.71,1978-09-13,2012-11-22,2.4,Unreliable,IT
2011,,39359.73,1957-06-11,2007-04-20,4.81,Promising,Education
2012,,97045.41,2012-08-06,2011-11-22,,Unreliable,Finance
2013,MndYIVHTMG,41312.47,1976-08-21,2008-07-21,2.74,Needs improvement,IT
2014,,78419.52,1986-06-24,2012-11-11,3.02,,Education
2015,PyXdMRCssH,50169.99,2018-03-08,2003-06-02,2.4,Team player,IT
2016,BfwUjhHI,108081.58,2010-11-08,2003-10-31,1.72,Promising,Manufacturing
2017,cQtaeE,124447.52,1970-02-13,2004-04-23,1.92,Team player,Retail
2018,wLaEN,106532.42,1999-06-17,2006-06-05,2.04,,Manufacturing
2019,stQ,108229.6,2006-01-10,2023-10-22,3.91,Needs improvement,Healthcare
2020,dhnzRDkSpK,41123.19,1956-10-13,unknown_date,2.08,Leadership potential,Finance
2021,kdoOfTPF,36784.59,1959-03-31,2006-06-01,3.67,Needs improvement,Manufacturing
2022,DWww,62978.75,invalid_date,2016-10-25,,Unreliable,Manufacturing
2023,hZmyXbnAHk,119803.86,2002-12-26,2017-01-23,2.85,Good worker,IT
2024,UkDd,135108.77,1966-10-19,2005-09-26,1.23,,IT
2025,PjxCrIIOw,59304.43,1992-01-02,2017-05-03,1.68,Unreliable,Healthcare
2026,oiNhExyUE,unknown,1959-06-30,2004-03-25,2.81,—,Retail
2027,uNN,138485.81,1965-08-06,2023-03-10,1.66,,Finance
2028,ciwdOTxBm,84786.24,1963-11-01,2013-04-09,2.83,Team player,IT
2029,NzQAOpIsSz,103604.31,1963-09-25,2016-10-17,3.24,Team player,Healthcare
2030,IswrFksE,71826.91,1965-07-13,2023-01-12,3.21,Leadership potential,Retail
2031,bJMz,48188.51,1986-11-02,2001-01-25,1.29,Team player,Healthcare
2032,taLZgKPzUm,82054.0,1962-11-21,2021-09-07,1.71,—,Finance
2033,oQBrTdH,114058.16,2016-05-13,,1.88,,Finance
2034,tLes,69021.45,2004-09-27,2006-06-09,,Good worker,Manufacturing
2035,CmdixYjoe,unknown,1956-11-20,2016-07-02,4.95,Good worker,
2036,VTUBU,72584.62,2002-01-19,2022-09-07,1.31,Team player,
2037,kGFuQf,108513.14,2013-03-28,2007-02-10,3.59,Team player,Healthcare
2038,ffrAOmFy,35306.33,2003-01-10,2015-02-20,1.68,Team player,Finance
2039,,76930.14,1998-10-07,2016-07-17,1.36,,IT
2040,IUqv,146803.71,1996-08-24,2008-07-17,1.78,,IT
2041,tRPT,122693.32,2010-02-08,2015-11-30,average,Team player,
2042,TICxik,61518.64,2007-12-03,2017-05-21,4.16,,Healthcare
2043,gmygnVww,137234.18,1956-12-24,2004-07-20,,Needs improvement,Manufacturing
2044,FrcQOB,unknown,2018-05-15,2020-05-09,3.16,Promising,
2045,KrdvBpvFF,98532.23,1994-06-27,2024-04-22,4.99,Team player,
2046,TEqtH,92275.22,1961-02-23,2024-07-01,1.22,Leadership potential,
2047,WkIz,,1984-10-25,unknown_date,2.92,,Healthcare
2048,MopH,44325.12,1956-04-08,2006-12-31,2.78,—,Finance
2049,NYYdYXErt,,1983-09-16,2021-02-05,3.22,—,Manufacturing
2050,lIVvKWhQ,39229.6,1956-02-28,2005-11-13,1.08,,Finance
2051,CoO,56799.84,1996-01-21,2000-10-01,,—,Manufacturing
2052,iNe,30331.25,1955-04-07,,4.13,,
2053,UgNUFsR,63812.34,2008-10-29,,1.99,Needs improvement,
2054,KheNghEPuJ,75082.42,1970-12-12,2022-05-18,4.55,,Education
2055,jUgIxfPYdP,32763.37,2000-04-29,2019-12-31,1.1,—,Manufacturing
2056,uBogPGAdvY,63557.13,1967-02-16,2023-01-03,3.65,,IT
2057,lmtthHxyRr,118849.55,2010-03-09,2010-11-17,1.2,,IT
2058,Yun,99559.6,,2019-06-24,2.65,Leadership potential,Healthcare
2059,wEhdUp,,1982-11-05,2013-01-09,3.18,Promising,Healthcare
2060,jgGtSeb,149389.91,1956-12-01,2008-07-15,1.45,Leadership potential,Healthcare
2061,LNnAbnVnU,75675.69,1957-07-24,2022-04-18,3.37,,Healthcare
2062,sgpqC,138419.24,2012-01-03,2017-11-21,3.08,Promising,Finance
2063,RVRJaiz,,1988-11-11,2007-11-23,1.99,Promising,IT
2064,Kzhn,54847.01,2000-10-13,2013-03-26,2.04,Promising,Healthcare
2065,FdSQF,59910.82,1964-04-06,2015-08-27,1.68,Leadership potential,
2066,ZwMEcGqr,105317.68,,,,Unreliable,Education
2067,NHcgDnxA,38269.45,1986-11-09,2006-12-15,4.8,Good worker,Education
2068,JgNnU,69116.55,1959-09-02,2022-01-25,2.69,,Education
2069,jcB,86426.34,1966-02-15,2012-11-21,1.93,Promising,Retail
2070,IEjlO,126536.11,1965-06-17,2009-02-27,3.53,Good worker,
2071,dJucGeRQEq,130541.7,2015-02-27,2017-02-20,2.76,Good worker,
2072,hvbZYWgsl,99535.85,2005-01-06,2011-01-08,3.66,Team player,Manufacturing
2073,lDUdq,,1955-03-02,2024-07-18,2.69,—,IT
2074,UvAcSJTW,45199.9,1996-09-11,2019-04-10,3.49,,Education
2075,TIiOcQ,107247.42,1961-12-31,2016-08-15,4.77,,Finance
2076,ajpSG,129280.65,1967-04-20,2002-08-05,3.62,Leadership potential,Education
2077,XVWJHOjuIA,79530.35,1975-09-04,2009-07-15,2.09,Promising,Education
2078,UwSYH,118378.36,1974-09-11,2002-12-04,2.05,Team player,IT
2079,qjxm,41858.4,1957-06-09,2015-04-14,2.9,Leadership potential,
2080,ZsOlEg,,2012-07-19,2008-11-12,,Leadership potential,IT
2081,HOtronzR,131322.94,2000-12-14,2016-07-04,2.62,,IT
2082,TwF,47349.57,1991-06-20,2023-08-31,4.27,,Manufacturing
2083,IvxJkh,118173.57,1973-11-01,unknown_date,3.67,Leadership potential,Education
2084,cCxd,56624.05,1968-02-03,2021-12-17,3.6,,Retail
2085,pYlW,129667.07,1975-09-13,,3.98,Needs improvement,IT
2086,mKQqaY,unknown,1979-10-20,2010-02-28,3.63,—,IT
2087,vDujGsi,111158.27,1956-03-24,2002-07-23,4.39,Leadership potential,Finance
2088,oBT,91631.35,,,3.31,Promising,Finance
2089,TpWFyjR,128393.79,invalid_date,2005-06-19,3.81,Team player,Retail
2090,SRjQC,63724.42,1979-01-28,2013-11-01,4.08,Needs improvement,Healthcare
2091,PDYYQV,110440.64,1953-11-07,2016-05-16,2.36,—,
2092,eaYPKzZh,58245.69,1956-11-17,2004-05-10,4.77,Leadership potential,Education
2093,vbBScJfr,130956.91,2011-01-09,2023-03-01,3.73,Team player,Manufacturing
2094,nCphUUxn,34484.87,1972-04-13,2005-06-10,1.4,,Finance
2095,zDzCX,120562.63,1997-03-12,2000-11-09,4.28,,
2096,rqYwhT,95819.27,1993-09-01,2009-06-28,3.84,,Finance
2097,xqedkX,128372.6,1965-07-20,,,—,IT
2098,CMWpuXGj,64921.02,1963-07-03,2000-12-02,2.46,Good worker,Healthcare
2099,tRXGxLBLHB,100575.68,2003-11-10,2013-02-15,4.43,Unreliable,
2100,JroHlSEy,115471.61,2012-03-04,2015-03-10,2.39,Good worker,
2101,MiGlQNmaL,48320.6,1959-06-09,2010-04-06,2.97,,Manufacturing
2102,RlpWTvwVbI,82812.54,1965-01-02,2004-12-06,2.37,Team player,Retail
2103,MdBQhZtc,135593.16,1997-09-11,2009-11-05,4.0,—,Education
2104,CmeBafg,47079.21,,2008-01-27,2.11,Needs improvement,Retail
2105,gtlhTTg,79714.71,1961-07-27,2005-02-14,,—,Healthcare
2106,UyIAAxrhtK,85393.81,,2001-12-03,1.97,Good worker,
2107,sKbmJDyxN,33121.34,2001-09-04,2000-03-11,1.55,Needs improvement,Healthcare
2108,dvifbL,137339.95,1951-12-06,,4.34,,Manufacturing
2109,bAAcr,unknown,1974-05-27,2016-02-01,4.72,Leadership potential,Healthcare
2110,LHlWuabyF,139737.41,1979-03-09,2011-08-27,2.69,Unreliable,Healthcare
2111,HsCvYtQwBy,120730.37,1982-09-10,2009-06-10,4.6,,Healthcare
2112,OLH,94652.73,2007-08-17,2012-05-15,1.11,,Manufacturing
2113,YIBrlcEQ,85193.49,1975-04-18,2022-09-07,2.09,,
2114,OPv,73224.47,2002-01-10,2002-02-03,,Good worker,Retail
2115,vBFXs,92977.21,1999-08-22,2017-09-18,1.59,,IT
2116,kHxfImVggp,39442.96,1973-04-18,2003-01-22,2.12,Good worker,Healthcare
2117,eLM,95133.06,1972-12-27,2012-12-28,3.53,,
2118,AdmpjJ,41291.22,2000-10-10,2007-06-14,2.4,,
2119,PGVK,80215.54,1966-12-15,2014-10-18,2.22,,Education
2120,BXiMsziR,unknown,2015-04-26,2014-10-19,1.5,Unreliable,
2121,CQPET,,2008-12-24,2018-10-12,1.56,Leadership potential,
2122,RAMhfGyQ,141863.49,1998-11-05,,2.95,—,
2123,vrNKBGrBFq,107787.31,1985-04-28,2001-11-22,3.48,Promising,Finance
2124,BLoyWN,105576.17,1986-12-21,2010-11-27,2.35,Leadership potential,IT
2125,LuyMMKP,42793.22,2000-08-04,2020-04-05,,,Healthcare
2126,DBkNIi,61046.11,1995-12-31,,4.27,Promising,Education
2127,qgPQkfys,80330.82,1955-07-31,,2.84,Unreliable,Healthcare
2128,,82185.58,1956-01-29,2015-12-12,3.62,,Education
2129,JeY,96834.93,1994-04-07,2012-07-29,3.35,,
2130,TIUnEU,45480.88,2009-08-27,2023-07-16,4.68,Unreliable,Education
2131,mwETTcvrcs,93471.85,1992-12-02,2018-11-30,1.92,—,Finance
2132,,82192.86,1988-11-30,unknown_date,3.76,,IT
2133,YwJSh,111342.24,1984-04-27,2010-03-29,,Leadership potential,
2134,XNAWqhC,,2006-04-11,unknown_date,2.59,Good worker,Finance
2135,CzcrIikaj,131947.88,2011-02-24,2022-05-19,,,Education
2136,,96062.29,1965-08-29,2009-08-30,1.36,Unreliable,
2137,klxNU,49468.56,1971-09-12,2009-06-19,3.92,,Manufacturing
2138,JdzGcePIW,59462.6,,unknown_date,1.88,Team player,IT
2139,SAfYPTIid,37722.73,1995-10-30,2014-06-15,,Team player,Manufacturing
2140,ZxFa,unknown,1969-08-09,2007-10-01,2.61,,
2141,KoXU,133557.32,1951-01-30,2009-01-26,,Promising,Finance
2142,fSPtvdHGZS,,1955-02-22,2020-03-16,3.47,,Finance
2143,SnnnPPoJgp,,1978-12-07,unknown_date,1.02,—,IT
2144,HUUfsCu,33425.87,,2000-09-24,2.59,Team player,Manufacturing
2145,omUIjIG,66408.76,1982-02-14,2017-10-01,2.7,—,Finance
2146,cZNHrDzb,108340.56,1982-12-09,2014-12-29,2.97,Unreliable,Retail
2147,osvnf,119053.81,1997-02-05,2023-02-14,4.54,Good worker,Finance
2148,MoAJi,,1982-05-22,2003-12-04,3.78,Leadership potential,IT
2149,AcYlID,46834.25,invalid_date,2014-11-01,3.44,Good worker,Education
2150,mDemgf,,1986-04-29,unknown_date,2.81,Good worker,Manufacturing
2151,IKbQxlwMUm,,invalid_date,2000-05-16,2.9,Promising,
2152,GhfeZhkEK,130110.99,2003-02-22,2005-09-07,3.97,Unreliable,Retail
2153,uhzIPdoFb,73960.04,1988-01-08,2017-01-15,1.45,Needs improvement,Retail
2154,rDYH,148462.93,2008-06-29,2003-07-03,1.59,Good worker,Retail
2155,LltWVqr,102100.31,1984-04-18,2011-01-06,2.28,Good worker,Retail
2156,vAbHvYuhW,60990.17,1997-08-08,2024-08-20,2.92,Team player,IT
2157,VbOTLXfRFD,53743.96,2005-12-01,2004-07-06,3.52,Team player,Healthcare
2158,ErDhDOhreS,112444.69,2004-12-03,unknown_date,1.96,—,Healthcare
2159,,61357.37,2012-01-01,,1.77,Needs improvement,Manufacturing
2160,yKzJlZuVO,132637.01,1980-06-27,2004-04-22,2.58,Promising,Healthcare
2161,UesoJtm,,,2011-07-10,1.13,Needs improvement,IT
2162,iKKLSMcC,47862.08,2014-02-05,2015-04-05,2.79,Good worker,
2163,aFy,130238.15,2009-05-21,2002-03-11,4.82,Good worker,Healthcare
2164,wIt,41487.06,1985-01-15,2020-09-20,2.39,Needs improvement,Education
2165,ysvXWSol,,1956-09-16,2016-05-04,1.48,Needs improvement,Manufacturing
2166,WBeNjKMwEN,unknown,1994-12-19,2011-09-19,4.47,,IT
2167,,95978.18,1988-04-15,2013-06-01,2.64,Team player,Healthcare
2168,ehFhPVIM,133684.3,1979-05-29,2006-06-11,3.64,Good worker,Healthcare
2169,rIwwohKZQH,128587.12,1964-05-02,2009-06-28,3.97,,Retail
2170,CmLWvA,124219.6,2018-02-28,,4.05,Team player,
2171,mjl,130906.0,1989-01-09,2006-03-23,1.18,Promising,Manufacturing
2172,iMzZU,141113.37,1953-05-22,2018-05-03,3.15,Promising,Retail
2173,VtZqg,138437.38,2005-10-21,2002-07-02,3.35,Unreliable,Education
2174,lYo,98700.59,2001-10-12,2004-07-29,3.74,Promising,IT
2175,,107609.28,1980-01-18,2006-05-30,,Needs improvement,Healthcare
2176,RMlZi,127261.43,1998-11-10,2000-06-16,,Unreliable,Manufacturing
